,location_id,location_name,sex_id,sex_name,age_group_id,age_group_name,year_id,measure_id,measure_name,metric_name,val,upper,lower
84,97,Argentina,3,Both,22,All Ages,2008,44,Population,Number,40191653.55,43598238.82,36624102.56
85,97,Argentina,3,Both,22,All Ages,2009,44,Population,Number,40639883.75,43674684.69,37638720.92
86,75,Austria,3,Both,22,All Ages,2005,44,Population,Number,8234755.071,8292735.394,8175545.573
87,75,Austria,3,Both,22,All Ages,2006,44,Population,Number,8273789.897,8334060.971,8211075.948
88,75,Austria,3,Both,22,All Ages,2007,44,Population,Number,8304226.554,8366876.772,8241578.747
89,75,Austria,3,Both,22,All Ages,2008,44,Population,Number,8328080.196,8388125.63,8269463.229
90,75,Austria,3,Both,22,All Ages,2009,44,Population,Number,8347335.725,8409193.79,8285532.158
91,76,Belgium,3,Both,22,All Ages,2005,44,Population,Number,10495358.26,11371511.35,9471520.215
92,76,Belgium,3,Both,22,All Ages,2006,44,Population,Number,10560918.25,11553079.93,9605094.691
93,76,Belgium,3,Both,22,All Ages,2007,44,Population,Number,10631728.55,11557325.79,9707074.403
94,76,Belgium,3,Both,22,All Ages,2008,44,Population,Number,10705334.45,11583845.09,9852478.336
95,76,Belgium,3,Both,22,All Ages,2009,44,Population,Number,10781886.74,11620276.94,10005354.69
96,77,Cyprus,3,Both,22,All Ages,2005,44,Population,Number,1010888.288,1099319.326,915104.7108
97,77,Cyprus,3,Both,22,All Ages,2006,44,Population,Number,1032234.161,1133662.824,931926.8831
98,77,Cyprus,3,Both,22,All Ages,2007,44,Population,Number,1053616.597,1153366.365,954773.3358
99,77,Cyprus,3,Both,22,All Ages,2008,44,Population,Number,1075216.59,1168729.737,980536.8541
100,77,Cyprus,3,Both,22,All Ages,2009,44,Population,Number,1097408.571,1189319.813,1011586.623
101,85,Israel,3,Both,22,All Ages,2005,44,Population,Number,7104832.105,7741683.936,6485767.158
102,85,Israel,3,Both,22,All Ages,2006,44,Population,Number,7246797.334,7819765.056,6666302.314
103,85,Israel,3,Both,22,All Ages,2007,44,Population,Number,7390129.796,7937551.47,6816114.648
104,85,Israel,3,Both,22,All Ages,2008,44,Population,Number,7536702.253,8029930.962,6999289.387
105,85,Israel,3,Both,22,All Ages,2009,44,Population,Number,7687270.276,8261512.466,7111553.45
106,88,Malta,3,Both,22,All Ages,2005,44,Population,Number,412211.2129,440627.6188,384189.4152
107,88,Malta,3,Both,22,All Ages,2006,44,Population,Number,414302.7572,443434.0735,383799.5502
108,88,Malta,3,Both,22,All Ages,2007,44,Population,Number,416352.3773,449947.6082,381941.8224
109,88,Malta,3,Both,22,All Ages,2008,44,Population,Number,418397.1777,455205.0066,381789.925
110,88,Malta,3,Both,22,All Ages,2009,44,Population,Number,420436.6148,453905.7974,386739.7065
111,95,UnitedKingdom,3,Both,22,All Ages,2005,44,Population,Number,61224683.92,65967347.05,56453776.67
112,95,UnitedKingdom,3,Both,22,All Ages,2006,44,Population,Number,61653392.27,66863287.1,56577029.77
113,95,UnitedKingdom,3,Both,22,All Ages,2007,44,Population,Number,62114268.86,67131206.03,57344281.77
114,95,UnitedKingdom,3,Both,22,All Ages,2008,44,Population,Number,62599905.83,67142021.93,58148686.12
115,95,UnitedKingdom,3,Both,22,All Ages,2009,44,Population,Number,63092114.64,67315958.86,58728918.21
116,122,Ecuador,3,Both,22,All Ages,2005,44,Population,Number,13628540,14916902.58,12450189.3
117,122,Ecuador,3,Both,22,All Ages,2006,44,Population,Number,13876463.73,15201598.21,12555141.39
118,122,Ecuador,3,Both,22,All Ages,2007,44,Population,Number,14125596,15384196.12,12932095.72
119,122,Ecuador,3,Both,22,All Ages,2008,44,Population,Number,14377012.02,15459929.94,13233525.19
120,122,Ecuador,3,Both,22,All Ages,2009,44,Population,Number,14636309.08,15733203.04,13567711.46
121,112,Grenada,3,Both,22,All Ages,2005,44,Population,Number,109181.8519,119102.6555,98739.67046
122,112,Grenada,3,Both,22,All Ages,2006,44,Population,Number,109667.8966,120295.9315,98820.52284
123,112,Grenada,3,Both,22,All Ages,2007,44,Population,Number,109996.2319,119908.8224,99703.52975
124,112,Grenada,3,Both,22,All Ages,2008,44,Population,Number,110209.5928,119929.0496,100606.0981
125,112,Grenada,3,Both,22,All Ages,2009,44,Population,Number,110344.2361,118462.3999,101635.3678
126,115,Jamaica,3,Both,22,All Ages,2005,44,Population,Number,2727669.386,2994096.284,2485481.218
127,115,Jamaica,3,Both,22,All Ages,2006,44,Population,Number,2739215.085,3001219.315,2452081.623
128,115,Jamaica,3,Both,22,All Ages,2007,44,Population,Number,2748695.32,2995321.849,2497721.183
129,115,Jamaica,3,Both,22,All Ages,2008,44,Population,Number,2756126.998,2994346.171,2511094.863
130,115,Jamaica,3,Both,22,All Ages,2009,44,Population,Number,2761763.996,2981843.832,2516452.237
131,116,St.Lucia,3,Both,22,All Ages,2005,44,Population,Number,162947.7233,178030.9246,147124.4152
132,116,St.Lucia,3,Both,22,All Ages,2006,44,Population,Number,164283.8682,180251.296,148884.1413
133,116,St.Lucia,3,Both,22,All Ages,2007,44,Population,Number,165621.9022,180238.4462,150959.1666
134,116,St.Lucia,3,Both,22,All Ages,2008,44,Population,Number,166954.2634,180633.6572,152914.0835
135,116,St.Lucia,3,Both,22,All Ages,2009,44,Population,Number,168253.6239,181126.7299,154782.1271
136,129,Honduras,3,Both,22,All Ages,2005,44,Population,Number,7039836.102,7697645.326,6357658.851
137,129,Honduras,3,Both,22,All Ages,2006,44,Population,Number,7220819.752,7888736.851,6514701.581
138,129,Honduras,3,Both,22,All Ages,2007,44,Population,Number,7406790.101,8161638.402,6648085.504
139,129,Honduras,3,Both,22,All Ages,2008,44,Population,Number,7598354.224,8313129.911,6869112.051
140,129,Honduras,3,Both,22,All Ages,2009,44,Population,Number,7795077.289,8532430.936,7064482.333
141,131,Nicaragua,3,Both,22,All Ages,2005,44,Population,Number,5354574.659,5730215.626,5015560.454
142,131,Nicaragua,3,Both,22,All Ages,2006,44,Population,Number,5435799.517,5855196.935,5002950.682
143,131,Nicaragua,3,Both,22,All Ages,2007,44,Population,Number,5519771.442,5980495.458,5079163.898
144,131,Nicaragua,3,Both,22,All Ages,2008,44,Population,Number,5605953.107,6092336.374,5112223.453
145,131,Nicaragua,3,Both,22,All Ages,2009,44,Population,Number,5693377.085,6230780.966,5139793.847
146,133,Venezuela,3,Both,22,All Ages,2005,44,Population,Number,25415593.95,27817229.8,23083558.74
147,133,Venezuela,3,Both,22,All Ages,2006,44,Population,Number,25934248.34,28366015.08,23466105.69
148,133,Venezuela,3,Both,22,All Ages,2007,44,Population,Number,26419807.63,28925190.23,23916620.85
149,133,Venezuela,3,Both,22,All Ages,2008,44,Population,Number,26869416.98,29223346.41,24697284.98
150,133,Venezuela,3,Both,22,All Ages,2009,44,Population,Number,27306025.14,29562112.49,25087376.78
151,136,Paraguay,3,Both,22,All Ages,2005,44,Population,Number,5634534.095,6113041.345,5132967.582
152,136,Paraguay,3,Both,22,All Ages,2006,44,Population,Number,5732348.643,6257634.213,5239908.628
153,136,Paraguay,3,Both,22,All Ages,2007,44,Population,Number,5830768.259,6464410.605,5244669.008
154,136,Paraguay,3,Both,22,All Ages,2008,44,Population,Number,5930933.949,6550984.648,5284589.466
155,136,Paraguay,3,Both,22,All Ages,2009,44,Population,Number,6033277.391,6711763.231,5321628.356
156,160,Afghanistan,3,Both,22,All Ages,2005,44,Population,Number,22589897.86,27840798.85,17382163.31
157,160,Afghanistan,3,Both,22,All Ages,2006,44,Population,Number,23134035.78,28553426.9,17367588.4
158,160,Afghanistan,3,Both,22,All Ages,2007,44,Population,Number,23615664.46,29124772.67,17627835.43
159,160,Afghanistan,3,Both,22,All Ages,2008,44,Population,Number,24622253.82,30772452.31,18212912.14
160,160,Afghanistan,3,Both,22,All Ages,2009,44,Population,Number,25375442.09,31398687.29,18783760.89
161,139,Algeria,3,Both,22,All Ages,2005,44,Population,Number,33838332.2,36957650.6,30935124.36
162,139,Algeria,3,Both,22,All Ages,2006,44,Population,Number,34298726.49,37075048.85,31748624.82
163,139,Algeria,3,Both,22,All Ages,2007,44,Population,Number,34771730.53,37328708.37,32034033.34
164,139,Algeria,3,Both,22,All Ages,2008,44,Population,Number,35257995.01,37822103.66,32674510.04
165,139,Algeria,3,Both,22,All Ages,2009,44,Population,Number,35765136.29,38399792.14,33214104.86
166,141,Egypt,3,Both,22,All Ages,2005,44,Population,Number,74556373.62,80184797.57,69007924.16
167,141,Egypt,3,Both,22,All Ages,2006,44,Population,Number,76192688.74,81422874.76,70909802.25
168,141,Egypt,3,Both,22,All Ages,2007,44,Population,Number,77866275.5,83607204.78,72079563.5
169,141,Egypt,3,Both,22,All Ages,2008,44,Population,Number,79579479.24,86658826.3,73275125.61
170,141,Egypt,3,Both,22,All Ages,2009,44,Population,Number,81326841.5,88356802.56,73943676.19
171,147,Libya,3,Both,22,All Ages,2005,44,Population,Number,5655474.33,6096049.005,5232383.324
172,147,Libya,3,Both,22,All Ages,2006,44,Population,Number,5780963.979,6180883.666,5400856.572
173,147,Libya,3,Both,22,All Ages,2007,44,Population,Number,5905018.795,6303502.522,5478789.057
174,147,Libya,3,Both,22,All Ages,2008,44,Population,Number,6024241.492,6527543.595,5529076.63
175,147,Libya,3,Both,22,All Ages,2009,44,Population,Number,6137115.586,6656945.412,5593015.731
176,151,Qatar,3,Both,22,All Ages,2005,44,Population,Number,853714.2553,918541.182,787310.0562
177,151,Qatar,3,Both,22,All Ages,2006,44,Population,Number,969367.0034,1048902.302,892984.6433
178,151,Qatar,3,Both,22,All Ages,2007,44,Population,Number,1118898.736,1211954.893,1031638.293
179,151,Qatar,3,Both,22,All Ages,2008,44,Population,Number,1304435.636,1408310.43,1199372.523
180,151,Qatar,3,Both,22,All Ages,2009,44,Population,Number,1519354.015,1628030.56,1409123.858
181,152,SaudiArabia,3,Both,22,All Ages,2005,44,Population,Number,23753743.28,25445681.24,21976345.1
182,152,SaudiArabia,3,Both,22,All Ages,2006,44,Population,Number,24494754.03,26532549.27,22381690.83
183,152,SaudiArabia,3,Both,22,All Ages,2007,44,Population,Number,25309049.6,27647463.5,23122238.88
184,152,SaudiArabia,3,Both,22,All Ages,2008,44,Population,Number,26185081.53,28256313.86,24140791.92
185,152,SaudiArabia,3,Both,22,All Ages,2009,44,Population,Number,27106767.56,29278425.44,25101835.08
186,522,Sudan,3,Both,22,All Ages,2005,44,Population,Number,30159890.05,32940599.56,27540381.94
187,522,Sudan,3,Both,22,All Ages,2006,44,Population,Number,30947843.26,33318370.41,28529756.02
188,522,Sudan,3,Both,22,All Ages,2007,44,Population,Number,31793485.74,34159751.35,29490489.4
189,522,Sudan,3,Both,22,All Ages,2008,44,Population,Number,32695649.39,34833534.94,30525867.58
190,522,Sudan,3,Both,22,All Ages,2009,44,Population,Number,33565734.72,35996405.21,30968569.28
191,153,Syria,3,Both,22,All Ages,2005,44,Population,Number,19372112.2,20897581.66,17901459.08
192,153,Syria,3,Both,22,All Ages,2006,44,Population,Number,20735495.67,22511030.97,19033479.34
193,153,Syria,3,Both,22,All Ages,2007,44,Population,Number,21539141.66,23288933.99,19564442.45
194,153,Syria,3,Both,22,All Ages,2008,44,Population,Number,21876547.55,23866757.54,19786490.22
195,153,Syria,3,Both,22,All Ages,2009,44,Population,Number,22375141.11,24757260.64,20115005.48
196,155,Turkey,3,Both,22,All Ages,2005,44,Population,Number,69804655.31,75271407.28,64167791.15
197,155,Turkey,3,Both,22,All Ages,2006,44,Population,Number,70632687.85,75988874.82,65300500.36
198,155,Turkey,3,Both,22,All Ages,2007,44,Population,Number,71498488.52,71849583.17,71169136.58
199,155,Turkey,3,Both,22,All Ages,2008,44,Population,Number,72407235.37,72759813.93,72040788.97
200,155,Turkey,3,Both,22,All Ages,2009,44,Population,Number,73341426.22,73708928.71,72961041.63
201,157,Yemen,3,Both,22,All Ages,2005,44,Population,Number,21699597.27,23346646.85,20112753.05
202,157,Yemen,3,Both,22,All Ages,2006,44,Population,Number,22369421.53,24115826.28,20563575.82
203,157,Yemen,3,Both,22,All Ages,2007,44,Population,Number,23054553.33,25038123.6,20984292.12
204,157,Yemen,3,Both,22,All Ages,2008,44,Population,Number,23750186.62,25857601.4,21446145.45
205,157,Yemen,3,Both,22,All Ages,2009,44,Population,Number,24458064.33,26790753.11,21958179.76
206,161,Bangladesh,3,Both,22,All Ages,2005,44,Population,Number,136965512.6,149850514.5,124051962.5
207,161,Bangladesh,3,Both,22,All Ages,2006,44,Population,Number,138724328.8,152577704.7,125676601.4
208,161,Bangladesh,3,Both,22,All Ages,2007,44,Population,Number,140481505.7,153265262.9,127023306.4
209,161,Bangladesh,3,Both,22,All Ages,2008,44,Population,Number,142217365.1,153725423.8,130137480.7
210,161,Bangladesh,3,Both,22,All Ages,2009,44,Population,Number,143932828.7,154981221.9,132129127
211,164,Nepal,3,Both,22,All Ages,2005,44,Population,Number,25919740.58,28314832.25,23540081.98
212,164,Nepal,3,Both,22,All Ages,2006,44,Population,Number,26284517.77,28849666.68,23850624.3
213,164,Nepal,3,Both,22,All Ages,2007,44,Population,Number,26639440.66,28949938.65,24044622.73
214,164,Nepal,3,Both,22,All Ages,2008,44,Population,Number,26984606.36,29260984.76,24531576.98
215,164,Nepal,3,Both,22,All Ages,2009,44,Population,Number,27320916.9,29517228.81,25201829.98
216,6,China,3,Both,22,All Ages,2005,44,Population,Number,1333749864,1461741498,1209202505
217,6,China,3,Both,22,All Ages,2006,44,Population,Number,1340522507,1468551725,1213598204
218,6,China,3,Both,22,All Ages,2007,44,Population,Number,1347450657,1468705983,1226825577
219,6,China,3,Both,22,All Ages,2008,44,Population,Number,1354322184,1462528288,1249360411
220,6,China,3,Both,22,All Ages,2009,44,Population,Number,1360997069,1459594579,1260844547
221,22,Fiji,3,Both,22,All Ages,2005,44,Population,Number,848337.3231,915294.9194,779635.7843
222,22,Fiji,3,Both,22,All Ages,2006,44,Population,Number,854211.6951,918149.8959,789397.1718
223,22,Fiji,3,Both,22,All Ages,2007,44,Population,Number,859849.763,914668.0607,799638.4383
224,22,Fiji,3,Both,22,All Ages,2008,44,Population,Number,865128.3825,928758.945,799236.0154
225,22,Fiji,3,Both,22,All Ages,2009,44,Population,Number,870273.124,940470.2393,801573.8913
226,30,Vanuatu,3,Both,22,All Ages,2005,44,Population,Number,219082.7714,239648.784,199740.1918
227,30,Vanuatu,3,Both,22,All Ages,2006,44,Population,Number,224726.0755,243124.787,205217.5413
228,30,Vanuatu,3,Both,22,All Ages,2007,44,Population,Number,230421.8801,249881.7054,212305.1756
229,30,Vanuatu,3,Both,22,All Ages,2008,44,Population,Number,236148.981,251876.8271,217813.9875
230,30,Vanuatu,3,Both,22,All Ages,2009,44,Population,Number,241878.0594,258993.2929,225643.6999
231,16,Philippines,3,Both,22,All Ages,2005,44,Population,Number,88410868.61,95939576.53,80994803.82
232,16,Philippines,3,Both,22,All Ages,2006,44,Population,Number,90034534.55,96579431.1,83017709.04
233,16,Philippines,3,Both,22,All Ages,2007,44,Population,Number,91599717.02,98278304.6,85085685.51
234,16,Philippines,3,Both,22,All Ages,2008,44,Population,Number,93097787.31,99668692.27,85851668.07
235,16,Philippines,3,Both,22,All Ages,2009,44,Population,Number,94525225.35,101243969.1,87453828.68
236,17,SriLanka,3,Both,22,All Ages,2005,44,Population,Number,19640677.41,21828892.78,17494392.68
237,17,SriLanka,3,Both,22,All Ages,2006,44,Population,Number,19820911.11,21848049.9,17628169.1
238,17,SriLanka,3,Both,22,All Ages,2007,44,Population,Number,20001862.08,22240517.89,18073874.61
239,17,SriLanka,3,Both,22,All Ages,2008,44,Population,Number,20178868.66,21958845.75,18319128.17
240,17,SriLanka,3,Both,22,All Ages,2009,44,Population,Number,20351793.25,22119795.86,18778351.81
241,18,Thailand,3,Both,22,All Ages,2005,44,Population,Number,65434891.41,72081254.11,58789680.82
242,18,Thailand,3,Both,22,All Ages,2006,44,Population,Number,65928807.03,72305941.25,59637318.32
243,18,Thailand,3,Both,22,All Ages,2007,44,Population,Number,66412512.43,72003897.34,60138413.99
244,18,Thailand,3,Both,22,All Ages,2008,44,Population,Number,66881635.85,72506997.77,61421747.79
245,18,Thailand,3,Both,22,All Ages,2009,44,Population,Number,67337253.73,72528621.41,62018119.46
246,19,Timor-Leste,3,Both,22,All Ages,2005,44,Population,Number,996614.0362,1065896.907,918952.8394
247,19,Timor-Leste,3,Both,22,All Ages,2006,44,Population,Number,1017286.875,1097030.221,937790.6785
248,19,Timor-Leste,3,Both,22,All Ages,2007,44,Population,Number,1039169.177,1127686.509,944326.5582
249,19,Timor-Leste,3,Both,22,All Ages,2008,44,Population,Number,1061867.419,1144649.219,972970.3917
250,19,Timor-Leste,3,Both,22,All Ages,2009,44,Population,Number,1085257.635,1170051.755,1005533.619
251,168,Angola,3,Both,22,All Ages,2005,44,Population,Number,17811827.83,19969648.86,15676233.81
252,168,Angola,3,Both,22,All Ages,2006,44,Population,Number,18536386.22,20796311.71,16379219.64
253,168,Angola,3,Both,22,All Ages,2007,44,Population,Number,19298391.34,21454273.12,17023209.39
254,168,Angola,3,Both,22,All Ages,2008,44,Population,Number,20097240.76,22267374.34,17847428.95
255,168,Angola,3,Both,22,All Ages,2009,44,Population,Number,20927075.06,22974636.23,18850919.57
256,169,CentralAfricanRepublic,3,Both,22,All Ages,2005,44,Population,Number,4019884.769,4328138.65,3700809.013
257,169,CentralAfricanRepublic,3,Both,22,All Ages,2006,44,Population,Number,4082483.022,4420076.349,3738833.341
258,169,CentralAfricanRepublic,3,Both,22,All Ages,2007,44,Population,Number,4140019.908,4536742.165,3762241.364
259,169,CentralAfricanRepublic,3,Both,22,All Ages,2008,44,Population,Number,4214430.895,4642937.714,3808046.426
260,169,CentralAfricanRepublic,3,Both,22,All Ages,2009,44,Population,Number,4304369.44,4738026.447,3838715.692
261,173,Gabon,3,Both,22,All Ages,2005,44,Population,Number,1363103.328,1517213.387,1197995.899
262,173,Gabon,3,Both,22,All Ages,2006,44,Population,Number,1389609.686,1550172.871,1241346.234
263,173,Gabon,3,Both,22,All Ages,2007,44,Population,Number,1416590.939,1559383.397,1269720.103
264,173,Gabon,3,Both,22,All Ages,2008,44,Population,Number,1444028.71,1584076.635,1310676.293
265,173,Gabon,3,Both,22,All Ages,2009,44,Population,Number,1471869.94,1606948.314,1335832.791
266,177,Djibouti,3,Both,22,All Ages,2005,44,Population,Number,765944.2053,836400.1898,694887.4273
267,177,Djibouti,3,Both,22,All Ages,2006,44,Population,Number,785699.7005,850145.9391,717651.7679
268,177,Djibouti,3,Both,22,All Ages,2007,44,Population,Number,810385.9081,876811.6519,746356.4088
269,177,Djibouti,3,Both,22,All Ages,2008,44,Population,Number,838765.2793,903038.6823,775714.8463
270,177,Djibouti,3,Both,22,All Ages,2009,44,Population,Number,869216.5418,926829.3765,805834.1557
271,181,Madagascar,3,Both,22,All Ages,2005,44,Population,Number,18389349.73,20820449.39,15807443.76
272,181,Madagascar,3,Both,22,All Ages,2006,44,Population,Number,18930755.41,21657576.72,16071602.12
273,181,Madagascar,3,Both,22,All Ages,2007,44,Population,Number,19494425.61,22342582.31,16534001.29
274,181,Madagascar,3,Both,22,All Ages,2008,44,Population,Number,20079547.77,23378885.75,16784523.96
275,181,Madagascar,3,Both,22,All Ages,2009,44,Population,Number,20677924.48,24110817.46,17200104.46
276,182,Malawi,3,Both,22,All Ages,2005,44,Population,Number,12637994.24,13793560.78,11476559.38
